Country,State,Region,Farm_ID,Year,Quarter,Week,Water_Weekly_L,Water_Daily_Avg_L,Nitrogen_Weekly,Phosphorus_Weekly,Potassium_Weekly,Calcium_Weekly,Magnesium_Weekly,Temperature_Avg_C,Sunlight_Hours,Humidity_Percent,Season,time_index,farm_time_index,week_sin,week_cos,quarter_sin,quarter_cos,total_fertiliser,temperature_x_humidity,sunlight_x_temperature,Water_Weekly_L_lag_1,Water_Weekly_L_lag_2,Water_Weekly_L_lag_4,Water_Weekly_L_lag_8,Water_Weekly_L_rolling_mean_2,Water_Weekly_L_rolling_mean_4,Water_Weekly_L_rolling_mean_8,Temperature_Avg_C_lag_1,Temperature_Avg_C_lag_2,Temperature_Avg_C_lag_4,Temperature_Avg_C_lag_8,Temperature_Avg_C_rolling_mean_2,Temperature_Avg_C_rolling_mean_4,Temperature_Avg_C_rolling_mean_8,Sunlight_Hours_lag_1,Sunlight_Hours_lag_2,Sunlight_Hours_lag_4,Sunlight_Hours_lag_8,Sunlight_Hours_rolling_mean_2,Sunlight_Hours_rolling_mean_4,Sunlight_Hours_rolling_mean_8,Humidity_Percent_lag_1,Humidity_Percent_lag_2,Humidity_Percent_lag_4,Humidity_Percent_lag_8,Humidity_Percent_rolling_mean_2,Humidity_Percent_rolling_mean_4,Humidity_Percent_rolling_mean_8,Nitrogen_Weekly_lag_1,Nitrogen_Weekly_lag_2,Nitrogen_Weekly_lag_4,Nitrogen_Weekly_lag_8,Nitrogen_Weekly_rolling_mean_2,Nitrogen_Weekly_rolling_mean_4,Nitrogen_Weekly_rolling_mean_8,Phosphorus_Weekly_lag_1,Phosphorus_Weekly_lag_2,Phosphorus_Weekly_lag_4,Phosphorus_Weekly_lag_8,Phosphorus_Weekly_rolling_mean_2,Phosphorus_Weekly_rolling_mean_4,Phosphorus_Weekly_rolling_mean_8,Potassium_Weekly_lag_1,Potassium_Weekly_lag_2,Potassium_Weekly_lag_4,Potassium_Weekly_lag_8,Potassium_Weekly_rolling_mean_2,Potassium_Weekly_rolling_mean_4,Potassium_Weekly_rolling_mean_8,Calcium_Weekly_lag_1,Calcium_Weekly_lag_2,Calcium_Weekly_lag_4,Calcium_Weekly_lag_8,Calcium_Weekly_rolling_mean_2,Calcium_Weekly_rolling_mean_4,Calcium_Weekly_rolling_mean_8,Magnesium_Weekly_lag_1,Magnesium_Weekly_lag_2,Magnesium_Weekly_lag_4,Magnesium_Weekly_lag_8,Magnesium_Weekly_rolling_mean_2,Magnesium_Weekly_rolling_mean_4,Magnesium_Weekly_rolling_mean_8
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,5,502082.5,71726.07142857143,26.8,10.5,13.8,7.4,4.5,20.87142857142857,7.914285714285714,78.0,Summer,160,160,0.6631226582407952,-0.7485107481711012,1.0,6.123233995736766e-17,62.99999999999999,1627.9714285714285,165.1824489795918,506955.9,530306.7,504381.8,451036.8,518631.29999999993,513705.32499999995,489203.3,20.557142857142857,19.985714285714288,18.65714285714285,17.5,20.271428571428565,19.585714285714285,18.444642857142856,7.942857142857143,7.685714285714285,7.885714285714286,7.557142857142857,7.814285714285714,7.785714285714286,7.733928571428571,78.88571428571429,77.48571428571428,79.08571428571429,71.45714285714286,78.18571428571428,78.63214285714285,75.02678571428571,27.3,26.4,22.2,19.3,26.85,24.675,22.474999999999998,9.3,10.7,9.5,7.1,10.000000000000004,10.024999999999999,8.8375,13.7,14.2,13.9,10.9,13.950000000000005,13.825,12.712499999999999,7.1,6.3,6.5,6.0,6.699999999999999,6.725,6.262499999999999,4.8,4.8,4.4,3.6,4.8,4.625,4.2250000000000005
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,6,508310.3,72615.75714285714,28.8,9.8,16.7,7.1,4.3,19.61428571428572,7.8,73.67142857142858,Summer,161,161,0.23931566428755768,-0.970941817426052,1.0,6.123233995736766e-17,66.7,1445.0124489795924,152.99142857142863,502082.5,506955.9,513176.9,473969.9,504519.19999999995,513130.5,495584.0125,20.87142857142857,20.557142857142857,19.142857142857142,16.571428571428573,20.714285714285708,20.139285714285712,18.866071428571427,7.914285714285714,7.942857142857143,7.628571428571428,7.5,7.928571428571429,7.792857142857143,7.7785714285714285,78.0,78.88571428571429,79.07142857142857,73.91428571428571,78.44285714285715,78.36071428571428,75.84464285714286,26.8,27.3,22.8,21.9,27.05,25.825,23.4125,10.5,9.3,10.6,8.4,9.900000000000002,10.274999999999999,9.2625,13.8,13.7,13.5,12.9,13.750000000000005,13.8,13.075000000000001,7.4,7.1,7.0,5.6,7.25,6.95,6.4375,4.5,4.8,4.5,3.6,4.649999999999999,4.6499999999999995,4.3375
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,7,527730.7,75390.09999999999,28.5,9.4,14.2,6.8,4.9,20.12857142857143,8.0,77.68571428571428,Summer,162,162,-0.23931566428755743,-0.9709418174260521,1.0,6.123233995736766e-17,63.79999999999999,1563.702448979592,161.02857142857144,508310.3,502082.5,530306.7,470687.0,505196.3999999999,511913.85,499876.5625,19.61428571428572,20.87142857142857,19.985714285714288,17.428571428571427,20.24285714285714,20.25714285714286,19.24642857142857,7.8,7.914285714285714,7.685714285714285,7.6571428571428575,7.857142857142857,7.835714285714285,7.816071428571428,73.67142857142858,78.0,77.48571428571428,72.14285714285714,75.83571428571429,77.01071428571429,75.81428571428572,28.8,26.8,26.4,20.2,27.8,27.325000000000003,24.275,9.8,10.5,10.7,7.2,10.150000000000002,10.075,9.4375,16.7,13.8,14.2,11.3,15.250000000000005,14.6,13.55,7.1,7.4,6.3,5.7,7.25,6.975,6.625,4.3,4.5,4.8,4.1,4.399999999999999,4.6,4.425
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,8,528224.1,75460.58571428571,26.3,9.9,16.7,7.0,4.8,21.74285714285714,8.1,78.42857142857143,Summer,163,163,-0.663122658240795,-0.7485107481711013,1.0,6.123233995736766e-17,64.7,1705.2612244897957,176.11714285714282,527730.7,508310.3,506955.9,463111.4,518020.4999999999,511269.85,507007.025,20.12857142857143,19.61428571428572,20.557142857142857,17.714285714285715,19.871428571428567,20.292857142857144,19.583928571428572,8.0,7.8,7.942857142857143,8.014285714285714,7.9,7.914285714285715,7.858928571428571,77.68571428571428,73.67142857142858,78.88571428571429,68.17142857142856,75.67857142857143,77.06071428571428,76.50714285714285,28.5,28.8,27.3,19.7,28.65,27.85,25.3125,9.4,9.8,9.3,7.9,9.600000000000003,9.75,9.7125,14.2,16.7,13.7,11.3,15.450000000000005,14.600000000000001,13.9125,6.8,7.1,7.1,5.9,6.949999999999999,7.1,6.7625,4.9,4.3,4.8,4.0,4.6,4.625,4.525
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,9,528120.3,75445.75714285715,26.7,9.5,14.1,7.2,4.3,20.32857142857143,8.342857142857143,77.10000000000001,Summer,164,164,-0.9350162426854147,-0.3546048870425359,1.0,6.123233995736766e-17,61.800000000000004,1567.3328571428574,169.5983673469388,528224.1,527730.7,502082.5,504381.8,527977.3999999999,516586.9,515146.11249999993,21.74285714285714,20.12857142857143,20.87142857142857,18.65714285714285,20.935714285714276,20.589285714285715,20.0875,8.1,8.0,7.914285714285714,7.885714285714286,8.05,7.953571428571428,7.869642857142857,78.42857142857143,77.68571428571428,78.0,79.08571428571429,78.05714285714285,76.94642857142857,77.78928571428573,26.3,28.5,26.8,22.2,27.4,27.6,26.1375,9.9,9.4,10.5,9.5,9.650000000000002,9.899999999999999,9.9625,16.7,14.2,13.8,13.9,15.450000000000005,15.35,14.5875,7.0,6.8,7.4,6.5,6.9,7.075,6.9,4.8,4.9,4.5,4.4,4.85,4.625,4.625
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,10,523376.1,74768.01428571428,23.5,10.8,14.9,7.7,4.3,21.24285714285714,8.485714285714286,73.85714285714286,Summer,165,165,-0.992708874098054,0.1205366802553232,1.0,6.123233995736766e-17,61.199999999999996,1568.9367346938775,180.2608163265306,528120.3,528224.1,508310.3,513176.9,528172.2,523096.35,518113.425,20.32857142857143,21.74285714285714,19.61428571428572,19.142857142857142,21.035714285714278,20.45357142857143,20.29642857142857,8.342857142857143,8.1,7.8,7.628571428571428,8.221428571428572,8.060714285714285,7.926785714285714,77.10000000000001,78.42857142857143,73.67142857142858,79.07142857142857,77.76428571428572,76.72142857142858,77.54107142857144,26.7,26.3,28.8,22.8,26.5,27.575000000000003,26.700000000000003,9.5,9.9,9.8,10.6,9.700000000000003,9.649999999999999,9.9625,14.1,16.7,16.7,13.5,15.400000000000006,15.424999999999999,14.612499999999999,7.2,7.0,7.1,7.0,7.1,7.0249999999999995,6.9875,4.3,4.8,4.3,4.5,4.549999999999999,4.574999999999999,4.612500000000001
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,11,538128.6,76875.51428571428,25.5,10.6,15.9,7.6,4.2,22.5,8.142857142857142,75.15714285714286,Summer,166,166,-0.822983865893657,0.5680647467311548,1.0,6.123233995736766e-17,63.800000000000004,1691.0357142857142,183.2142857142857,523376.1,528120.3,527730.7,530306.7,525748.2,526862.8,519388.32499999995,21.24285714285714,20.32857142857143,20.12857142857143,19.985714285714288,20.785714285714278,20.860714285714284,20.558928571428574,8.485714285714286,8.342857142857143,8.0,7.685714285714285,8.414285714285715,8.232142857142858,8.033928571428572,73.85714285714286,77.10000000000001,77.68571428571428,77.48571428571428,75.47857142857143,76.76785714285714,76.8892857142857,23.5,26.7,28.5,26.4,25.1,26.25,26.7875,10.8,9.5,9.4,10.7,10.150000000000002,9.9,9.9875,14.9,14.1,14.2,14.2,14.500000000000005,14.975,14.7875,7.7,7.2,6.8,6.3,7.45,7.175000000000001,7.075,4.3,4.3,4.9,4.8,4.3,4.575,4.5875
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,12,522853.5,74693.35714285714,28.1,9.6,15.0,7.1,4.6,22.385714285714283,8.185714285714285,71.31428571428572,Summer,167,167,-0.4647231720437684,0.88545602565321,1.0,6.123233995736766e-17,64.4,1596.4212244897958,183.24306122448976,538128.6,523376.1,528224.1,506955.9,530752.3499999999,529462.275,520366.06249999994,22.5,21.24285714285714,21.74285714285714,20.557142857142857,21.871428571428563,21.453571428571426,20.873214285714287,8.142857142857142,8.485714285714286,8.1,7.942857142857143,8.314285714285715,8.267857142857142,8.091071428571428,75.15714285714286,73.85714285714286,78.42857142857143,78.88571428571429,74.50714285714287,76.1357142857143,76.59821428571428,25.5,23.5,26.3,27.3,24.5,25.5,26.674999999999997,10.6,10.8,9.9,9.3,10.700000000000003,10.2,9.975000000000001,15.9,14.9,16.7,13.7,15.400000000000006,15.4,15.0,7.6,7.7,7.0,7.1,7.65,7.375,7.2375,4.2,4.3,4.8,4.8,4.249999999999999,4.4,4.512499999999999
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q1,13,524793.6,74970.51428571428,26.7,9.9,15.0,7.2,4.3,22.942857142857143,8.514285714285714,75.07142857142857,Summer,168,168,6.432490598706546e-16,1.0,1.0,6.123233995736766e-17,63.1,1722.3530612244897,195.34204081632654,522853.5,538128.6,528120.3,502082.5,530491.0499999998,528119.625,522353.26249999995,22.385714285714283,22.5,20.32857142857143,20.87142857142857,22.442857142857136,21.614285714285714,21.101785714285715,8.185714285714285,8.142857142857142,8.342857142857143,7.914285714285714,8.164285714285715,8.289285714285715,8.12142857142857,71.31428571428572,75.15714285714286,77.10000000000001,78.0,73.2357142857143,74.35714285714286,75.65178571428572,28.1,25.5,26.7,26.8,26.8,25.95,26.775000000000002,9.6,10.6,9.5,10.5,10.100000000000001,10.125,10.012500000000001,15.0,15.9,14.1,13.8,15.450000000000006,14.975,15.162500000000001,7.1,7.6,7.2,7.4,7.35,7.4,7.237500000000001,4.6,4.2,4.3,4.5,4.399999999999999,4.35,4.4875
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,1,432844.6,61834.94285714285,19.9,7.2,11.4,5.9,3.8,14.414285714285716,5.7,79.82857142857142,Autumn,169,169,0.4647231720437685,0.8854560256532099,1.2246467991473532e-16,-1.0,48.199999999999996,1150.671836734694,82.16142857142859,524793.6,522853.5,523376.1,508310.3,523823.5499999999,527287.95,525192.1499999999,22.942857142857143,22.385714285714283,21.24285714285714,19.61428571428572,22.664285714285704,22.26785714285714,21.360714285714288,8.514285714285714,8.185714285714285,8.485714285714286,7.8,8.350000000000001,8.332142857142857,8.196428571428571,75.07142857142857,71.31428571428572,73.85714285714286,73.67142857142858,73.19285714285715,73.85,75.28571428571429,26.7,28.1,23.5,28.8,27.4,25.95,26.7625,9.9,9.6,10.8,9.8,9.750000000000004,10.225,9.9375,15.0,15.0,14.9,16.7,15.0,15.2,15.3125,7.2,7.1,7.7,7.1,7.15,7.4,7.2124999999999995,4.3,4.6,4.3,4.3,4.449999999999999,4.35,4.4625
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,2,437392.2,62484.6,21.1,7.5,12.9,5.9,3.2,14.985714285714286,5.771428571428571,77.81428571428572,Autumn,170,170,0.8229838658936564,0.5680647467311559,1.2246467991473532e-16,-1.0,50.6,1166.1026530612246,86.48897959183674,432844.6,524793.6,538128.6,527730.7,478819.09999999986,504655.07499999995,515758.9375,14.414285714285716,22.942857142857143,22.5,20.12857142857143,18.678571428571423,20.560714285714287,20.710714285714285,5.7,8.514285714285714,8.142857142857142,8.0,7.107142857142858,7.635714285714285,7.933928571428572,79.82857142857142,75.07142857142857,75.15714285714286,77.68571428571428,77.44999999999999,75.34285714285714,76.05535714285715,19.9,26.7,25.5,28.5,23.299999999999997,25.05,25.650000000000002,7.2,9.9,10.6,9.4,8.550000000000002,9.325,9.612499999999999,11.4,15.0,15.9,14.2,13.200000000000006,14.325,14.65,5.9,7.2,7.6,6.8,6.550000000000001,6.949999999999999,7.0625,3.8,4.3,4.2,4.9,4.049999999999999,4.225,4.4
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,3,449345.6,64192.22857142857,17.3,7.6,12.7,6.4,3.6,15.071428571428571,5.742857142857143,78.75714285714285,Autumn,171,171,0.992708874098054,0.120536680255323,1.2246467991473532e-16,-1.0,47.599999999999994,1186.9826530612245,86.5530612244898,437392.2,432844.6,522853.5,528224.1,435118.3999999999,479470.975,504466.62499999994,14.985714285714286,14.414285714285716,22.385714285714283,21.74285714285714,14.699999999999994,18.682142857142857,20.067857142857143,5.771428571428571,5.7,8.185714285714285,8.1,5.735714285714287,7.042857142857143,7.655357142857143,77.81428571428572,79.82857142857142,71.31428571428572,78.42857142857143,78.82142857142857,76.00714285714285,76.07142857142857,21.1,19.9,28.1,26.3,20.5,23.95,24.724999999999998,7.5,7.2,9.6,9.9,7.350000000000003,8.549999999999999,9.375,12.9,11.4,15.0,16.7,12.150000000000006,13.575000000000001,14.4875,5.9,5.9,7.1,7.0,5.9,6.525,6.95,3.2,3.8,4.6,4.8,3.499999999999999,3.9749999999999996,4.1875
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,4,455907.5,65129.642857142855,17.4,6.9,10.9,6.3,3.2,14.87142857142857,6.1571428571428575,79.3,Autumn,172,172,0.9350162426854148,-0.35460488704253545,1.2246467991473532e-16,-1.0,44.699999999999996,1179.3042857142855,91.56551020408163,449345.6,437392.2,524793.6,528120.3,443368.8999999999,461093.99999999994,494606.8125,15.071428571428571,14.985714285714286,22.942857142857143,20.32857142857143,15.028571428571421,16.853571428571428,19.23392857142857,5.742857142857143,5.771428571428571,8.514285714285714,8.342857142857143,5.757142857142858,6.432142857142858,7.360714285714286,78.75714285714285,77.81428571428572,75.07142857142857,77.10000000000001,78.28571428571428,77.86785714285713,76.1125,17.3,21.1,26.7,26.7,19.200000000000003,21.25,23.6,7.6,7.5,9.9,9.5,7.5500000000000025,8.049999999999999,9.0875,12.7,12.9,15.0,14.1,12.800000000000004,13.0,13.9875,6.4,5.9,7.2,7.2,6.15,6.35,6.875,3.6,3.2,4.3,4.3,3.3999999999999995,3.725,4.0375
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,5,441121.0,63017.28571428572,19.5,6.7,11.2,6.6,3.7,14.542857142857144,6.242857142857143,79.14285714285714,Autumn,173,173,0.6631226582407952,-0.7485107481711012,1.2246467991473532e-16,-1.0,47.7,1150.9632653061226,90.78897959183675,455907.5,449345.6,432844.6,523376.1,452626.5499999999,443872.475,485580.21249999997,14.87142857142857,15.071428571428571,14.414285714285716,21.24285714285714,14.971428571428564,14.835714285714285,18.551785714285714,6.1571428571428575,5.742857142857143,5.7,8.485714285714286,5.950000000000001,5.842857142857143,7.0875,79.3,78.75714285714285,79.82857142857142,73.85714285714286,79.02857142857142,78.925,76.38749999999999,17.4,17.3,19.9,23.5,17.35,18.924999999999997,22.4375,6.9,7.6,7.2,10.8,7.250000000000003,7.299999999999999,8.7625,10.9,12.7,11.4,14.9,11.800000000000004,11.975000000000001,13.5875,6.3,6.4,5.9,7.7,6.35,6.125,6.7625,3.2,3.6,3.8,4.3,3.3999999999999995,3.45,3.9
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,6,437946.0,62563.71428571428,21.0,7.6,11.4,6.2,3.4,15.55714285714286,6.342857142857143,75.85714285714286,Autumn,174,174,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,49.6,1180.1204081632657,98.67673469387758,441121.0,455907.5,437392.2,538128.6,448514.2499999999,445941.57499999995,475298.32499999995,14.542857142857144,14.87142857142857,14.985714285714286,22.5,14.70714285714285,14.867857142857142,17.714285714285715,6.242857142857143,6.1571428571428575,5.771428571428571,8.142857142857142,6.200000000000001,5.978571428571429,6.807142857142857,79.14285714285714,79.3,77.81428571428572,75.15714285714286,79.22142857142856,78.75357142857143,77.0482142857143,19.5,17.4,21.1,25.5,18.45,18.825000000000003,21.9375,6.7,6.9,7.5,10.6,6.8000000000000025,7.174999999999999,8.25,11.2,10.9,12.9,15.9,11.050000000000004,11.924999999999999,13.125,6.6,6.3,5.9,7.6,6.449999999999999,6.300000000000001,6.625,3.7,3.2,3.2,4.2,3.4499999999999993,3.4250000000000003,3.8249999999999997
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,7,447631.6,63947.37142857142,20.7,7.1,12.3,5.5,3.2,15.8,6.3,76.08571428571429,Autumn,175,175,-0.23931566428755743,-0.9709418174260521,1.2246467991473532e-16,-1.0,48.8,1202.1542857142858,99.54,437946.0,441121.0,449345.6,522853.5,439533.4999999999,446080.02499999997,462775.5,15.55714285714286,14.542857142857144,15.071428571428571,22.385714285714283,15.049999999999995,15.010714285714286,16.84642857142857,6.342857142857143,6.242857142857143,5.742857142857143,8.185714285714285,6.2928571428571445,6.121428571428572,6.582142857142857,75.85714285714286,79.14285714285714,78.75714285714285,71.31428571428572,77.5,78.2642857142857,77.13571428571429,21.0,19.5,17.3,28.1,20.25,18.799999999999997,21.375,7.6,6.7,7.6,9.6,7.150000000000002,7.199999999999999,7.875,11.4,11.2,12.7,15.0,11.300000000000004,11.549999999999999,12.5625,6.2,6.6,6.4,7.1,6.4,6.375,6.45,3.4,3.7,3.6,4.6,3.549999999999999,3.4749999999999996,3.725
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,8,420396.9,60056.7,17.7,7.9,12.2,6.4,3.3,14.785714285714286,6.1571428571428575,78.84285714285714,Autumn,176,176,-0.663122658240795,-0.7485107481711013,1.2246467991473532e-16,-1.0,47.49999999999999,1165.7479591836734,91.03775510204082,447631.6,437946.0,455907.5,524793.6,442788.7999999999,445651.525,453372.7625,15.8,15.55714285714286,14.87142857142857,22.942857142857143,15.678571428571423,15.192857142857143,16.023214285714285,6.3,6.342857142857143,6.1571428571428575,8.514285714285714,6.321428571428573,6.260714285714286,6.3464285714285715,76.08571428571429,75.85714285714286,79.3,75.07142857142857,75.97142857142858,77.59642857142858,77.73214285714285,20.7,21.0,17.4,26.7,20.85,19.65,20.45,7.1,7.6,6.9,9.9,7.350000000000002,7.074999999999999,7.5625,12.3,11.4,10.9,15.0,11.850000000000005,11.450000000000001,12.225,5.5,6.2,6.3,7.2,5.85,6.15,6.25,3.2,3.4,3.2,4.3,3.299999999999999,3.375,3.5500000000000003
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,9,434332.2,62047.45714285714,18.4,7.1,10.4,6.5,3.3,15.771428571428572,6.1000000000000005,75.98571428571428,Autumn,177,177,-0.9350162426854147,-0.3546048870425359,1.2246467991473532e-16,-1.0,45.699999999999996,1198.4032653061224,96.2057142857143,420396.9,447631.6,441121.0,432844.6,434014.2499999999,436773.875,440323.175,14.785714285714286,15.8,14.542857142857144,14.414285714285716,15.292857142857137,15.171428571428574,15.003571428571428,6.1571428571428575,6.3,6.242857142857143,5.7,6.2285714285714295,6.260714285714285,6.051785714285715,78.84285714285714,76.08571428571429,79.14285714285714,79.82857142857142,77.46428571428572,77.48214285714286,78.20357142857142,17.7,20.7,19.5,19.9,19.2,19.725,19.325,7.9,7.1,6.7,7.2,7.500000000000003,7.324999999999999,7.3125,12.2,12.3,11.2,11.4,12.250000000000005,11.775,11.875,6.4,5.5,6.6,5.9,5.95,6.175,6.15,3.3,3.2,3.7,3.8,3.249999999999999,3.4000000000000004,3.4250000000000003
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,10,432566.9,61795.27142857143,18.3,7.5,10.0,5.5,3.6,16.32857142857143,6.528571428571429,78.8,Autumn,178,178,-0.992708874098054,0.1205366802553232,1.2246467991473532e-16,-1.0,44.9,1286.6914285714286,106.6022448979592,434332.2,420396.9,437946.0,437392.2,427364.54999999993,435076.67500000005,440509.125,15.771428571428572,14.785714285714286,15.55714285714286,14.985714285714286,15.278571428571421,15.478571428571431,15.173214285714286,6.1000000000000005,6.1571428571428575,6.342857142857143,5.771428571428571,6.12857142857143,6.2250000000000005,6.101785714285715,75.98571428571428,78.84285714285714,75.85714285714286,77.81428571428572,77.41428571428571,76.69285714285715,77.72321428571428,18.4,17.7,21.0,21.1,18.049999999999997,19.45,19.1375,7.1,7.9,7.6,7.5,7.500000000000003,7.424999999999999,7.3,10.4,12.2,11.4,12.9,11.300000000000004,11.575,11.75,6.5,6.4,6.2,5.9,6.45,6.15,6.2250000000000005,3.3,3.3,3.4,3.2,3.3,3.3,3.3625
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,11,427191.9,61027.41428571429,18.4,6.9,11.1,5.7,3.8,16.414285714285715,6.714285714285714,75.82857142857142,Autumn,179,179,-0.822983865893657,0.5680647467311548,1.2246467991473532e-16,-1.0,45.9,1244.671836734694,110.21020408163265,432566.9,434332.2,447631.6,449345.6,433449.54999999993,433731.9,439905.9625,16.32857142857143,15.771428571428572,15.8,15.071428571428571,16.049999999999994,15.67142857142857,15.34107142857143,6.528571428571429,6.1000000000000005,6.3,5.742857142857143,6.314285714285716,6.271428571428571,6.196428571428571,78.8,75.98571428571428,76.08571428571429,78.75714285714285,77.39285714285714,77.42857142857142,77.84642857142858,18.3,18.4,20.7,17.3,18.35,18.775,18.7875,7.5,7.1,7.1,7.6,7.3000000000000025,7.399999999999999,7.3,10.0,10.4,12.3,12.7,10.200000000000006,11.225000000000001,11.3875,5.5,6.5,5.5,6.4,6.0,5.975,6.175,3.6,3.3,3.2,3.6,3.4499999999999993,3.35,3.4125
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,12,421448.9,60206.985714285714,15.8,6.1,10.6,6.0,3.3,16.928571428571427,6.742857142857143,74.7,Autumn,180,180,-0.4647231720437684,0.88545602565321,1.2246467991473532e-16,-1.0,41.8,1264.5642857142857,114.1469387755102,427191.9,432566.9,420396.9,455907.5,429879.3999999999,428621.975,437136.75,16.414285714285715,16.32857142857143,14.785714285714286,14.87142857142857,16.371428571428567,15.825000000000001,15.508928571428573,6.714285714285714,6.528571428571429,6.1571428571428575,6.1571428571428575,6.621428571428573,6.375,6.317857142857143,75.82857142857142,78.8,78.84285714285714,79.3,77.31428571428572,77.3642857142857,77.48035714285714,18.4,18.3,17.7,17.4,18.35,18.2,18.924999999999997,6.9,7.5,7.9,6.9,7.200000000000003,7.349999999999999,7.2125,11.1,10.0,12.2,10.9,10.550000000000004,10.924999999999999,11.1875,5.7,5.5,6.4,6.3,5.6,6.025,6.0875,3.8,3.6,3.3,3.2,3.6999999999999993,3.5,3.4375
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q2,13,423214.2,60459.17142857143,18.9,7.5,9.8,5.8,3.5,16.17142857142857,6.857142857142857,76.89999999999999,Autumn,181,181,6.432490598706546e-16,1.0,1.2246467991473532e-16,-1.0,45.5,1243.582857142857,110.88979591836734,421448.9,427191.9,434332.2,441121.0,424320.3999999999,428884.97500000003,432829.42500000005,16.928571428571427,16.414285714285715,15.771428571428572,14.542857142857144,16.671428571428564,16.360714285714288,15.76607142857143,6.742857142857143,6.714285714285714,6.1000000000000005,6.242857142857143,6.7285714285714295,6.521428571428572,6.391071428571428,74.7,75.82857142857142,75.98571428571428,79.14285714285714,75.2642857142857,76.32857142857142,76.90535714285714,15.8,18.4,18.4,19.5,17.1,17.725,18.725,6.1,6.9,7.1,6.7,6.500000000000003,6.899999999999999,7.1125,10.6,11.1,10.4,11.2,10.850000000000005,10.525,11.15,6.0,5.7,6.5,6.6,5.85,5.925000000000001,6.050000000000001,3.3,3.8,3.3,3.7,3.549999999999999,3.4999999999999996,3.45
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,Q3,1,380749.7,54392.81428571429,10.3,3.6,6.5,5.1,2.4,9.171428571428573,4.242857142857143,80.98571428571428,Winter,182,182,0.4647231720437685,0.8854560256532099,-1.0,-1.8369701987210297e-16,27.9,742.7546938775511,38.9130612244898,423214.2,421448.9,432566.9,437946.0,422331.54999999993,426105.47500000003,430591.075,16.17142857142857,16.928571428571427,16.32857142857143,15.55714285714286,16.54999999999999,16.460714285714285,15.969642857142857,6.857142857142857,6.742857142857143,6.528571428571429,6.342857142857143,6.800000000000001,6.710714285714285,6.467857142857143,76.89999999999999,74.7,78.8,75.85714285714286,75.8,76.55714285714285,76.625,18.9,15.8,18.3,21.0,17.35,17.85,18.650000000000002,7.5,6.1,7.5,7.6,6.8000000000000025,6.999999999999998,7.2125,9.8,10.6,10.0,11.4,10.200000000000006,10.375,10.975,5.8,6.0,5.5,6.2,5.9,5.75,5.95,3.5,3.3,3.6,3.4,3.399999999999999,3.55,3.4250000000000003
