Country,State,Region,Farm_ID,Year,Quarter,Week,Water_Weekly_L,Water_Daily_Avg_L,Nitrogen_Weekly,Phosphorus_Weekly,Potassium_Weekly,Calcium_Weekly,Magnesium_Weekly,Temperature_Avg_C,Sunlight_Hours,Humidity_Percent
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,2,12,423019.2,60431.31428571429,17.3,6.5,11.3,5.5,3.5,15.785714285714286,6.728571428571429,75.82857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,2,13,407388.6,58198.37142857142,15.5,6.6,10.8,5.4,3.4,16.814285714285713,6.685714285714285,76.5
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,1,372964.2,53280.6,10.1,4.0,6.2,4.9,2.6,8.428571428571429,4.228571428571429,81.47142857142856
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,2,379986.2,54283.74285714286,12.3,3.4,6.0,5.4,2.7,10.042857142857143,4.7,79.51428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,3,380489.4,54355.62857142858,10.2,3.3,6.3,5.3,2.6,9.742857142857144,4.714285714285714,81.17142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,4,386837.5,55262.5,10.4,3.8,6.5,4.9,2.4,10.642857142857142,4.357142857142857,83.31428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,5,369972.1,52853.15714285714,10.0,3.7,6.9,4.8,2.6,9.685714285714285,4.5,80.89999999999999
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,6,383750.5,54821.5,10.1,3.7,6.7,5.2,2.3,10.87142857142857,4.628571428571428,78.3
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,7,381339.1,54477.014285714286,10.7,4.0,6.4,5.1,2.6,10.442857142857141,5.071428571428571,81.55714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,8,383496.1,54785.15714285714,10.7,3.4,6.0,4.6,2.5,10.928571428571429,4.742857142857143,77.0
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,9,365742.6,52248.94285714285,9.7,3.9,6.8,5.1,2.5,10.799999999999999,4.757142857142857,81.15714285714286
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,10,370365.1,52909.299999999996,10.7,3.9,6.5,4.8,2.5,11.214285714285714,5.357142857142857,81.12857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,11,360750.9,51535.84285714286,10.4,3.8,6.3,4.7,2.4,10.457142857142857,4.957142857142857,80.72857142857143
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,12,370152.6,52878.94285714285,10.5,3.4,6.2,4.8,2.5,11.428571428571429,5.328571428571428,75.87142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,3,13,381851.5,54550.21428571428,11.3,3.4,6.6,5.2,2.7,12.057142857142859,5.1000000000000005,75.07142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,1,446772.0,63824.57142857143,17.6,8.1,11.4,5.9,3.9,14.328571428571427,7.057142857142857,73.34285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,2,450535.1,64362.15714285714,19.7,7.6,11.7,6.3,3.9,14.5,7.0,76.82857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,3,437296.3,62470.9,17.9,6.8,10.5,6.5,3.8,15.385714285714286,7.114285714285714,73.84285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,4,428357.8,61193.97142857143,16.9,8.0,12.0,6.5,3.4,14.585714285714285,6.957142857142857,76.31428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,5,434509.4,62072.77142857143,17.3,8.1,11.9,6.4,3.5,16.057142857142857,7.071428571428571,73.1
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,6,440511.0,62930.142857142855,18.8,7.2,12.0,5.9,3.8,15.571428571428571,7.542857142857143,71.84285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,7,438357.6,62622.514285714286,18.7,8.5,12.7,6.0,3.6,16.571428571428573,7.471428571428571,75.01428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,8,443596.4,63370.91428571429,20.9,7.1,11.1,6.2,4.1,16.228571428571428,7.914285714285714,74.48571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,9,452550.2,64650.02857142857,18.7,8.4,11.3,6.5,3.5,15.6,7.914285714285714,74.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,10,451036.8,64433.82857142857,19.3,7.1,10.9,6.0,3.6,17.5,7.557142857142857,71.45714285714286
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,11,473969.9,67709.98571428572,21.9,8.4,12.9,5.6,3.6,16.571428571428573,7.5,73.91428571428571
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,12,470687.0,67241.0,20.2,7.2,11.3,5.7,4.1,17.428571428571427,7.6571428571428575,72.14285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2023,4,13,463111.4,66158.77142857143,19.7,7.9,11.3,5.9,4.0,17.714285714285715,8.014285714285714,68.17142857142856
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,1,504381.8,72054.54285714285,22.2,9.5,13.9,6.5,4.4,18.657142857142855,7.885714285714286,79.08571428571429
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,2,513176.9,73310.98571428572,22.8,10.6,13.5,7.0,4.5,19.142857142857142,7.628571428571428,79.07142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,3,530306.7,75758.09999999999,26.4,10.7,14.2,6.3,4.8,19.985714285714288,7.685714285714285,77.48571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,4,506955.9,72422.27142857143,27.3,9.3,13.7,7.1,4.8,20.557142857142857,7.942857142857143,78.88571428571429
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,5,502082.5,71726.07142857143,26.8,10.5,13.8,7.4,4.5,20.87142857142857,7.914285714285714,78.0
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,6,508310.3,72615.75714285714,28.8,9.8,16.7,7.1,4.3,19.614285714285717,7.8,73.67142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,7,527730.7,75390.09999999999,28.5,9.4,14.2,6.8,4.9,20.12857142857143,8.0,77.68571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,8,528224.1,75460.58571428571,26.3,9.9,16.7,7.0,4.8,21.74285714285714,8.1,78.42857142857143
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,9,528120.3,75445.75714285715,26.7,9.5,14.1,7.2,4.3,20.32857142857143,8.342857142857143,77.10000000000001
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,10,523376.1,74768.01428571428,23.5,10.8,14.9,7.7,4.3,21.24285714285714,8.485714285714286,73.85714285714286
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,11,538128.6,76875.51428571428,25.5,10.6,15.9,7.6,4.2,22.5,8.142857142857142,75.15714285714286
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,12,522853.5,74693.35714285714,28.1,9.6,15.0,7.1,4.6,22.385714285714283,8.185714285714285,71.31428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,1,13,524793.6,74970.51428571428,26.7,9.9,15.0,7.2,4.3,22.942857142857143,8.514285714285714,75.07142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,1,432844.6,61834.94285714285,19.9,7.2,11.4,5.9,3.8,14.414285714285715,5.7,79.82857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,2,437392.2,62484.6,21.1,7.5,12.9,5.9,3.2,14.985714285714286,5.771428571428571,77.81428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,3,449345.6,64192.22857142857,17.3,7.6,12.7,6.4,3.6,15.071428571428571,5.742857142857143,78.75714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,4,455907.5,65129.642857142855,17.4,6.9,10.9,6.3,3.2,14.87142857142857,6.1571428571428575,79.3
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,5,441121.0,63017.28571428572,19.5,6.7,11.2,6.6,3.7,14.542857142857143,6.242857142857143,79.14285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,6,437946.0,62563.71428571428,21.0,7.6,11.4,6.2,3.4,15.557142857142859,6.3428571428571425,75.85714285714286
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,7,447631.6,63947.37142857142,20.7,7.1,12.3,5.5,3.2,15.799999999999999,6.3,76.08571428571429
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,8,420396.9,60056.700000000004,17.7,7.9,12.2,6.4,3.3,14.785714285714286,6.1571428571428575,78.84285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,9,434332.2,62047.45714285714,18.4,7.1,10.4,6.5,3.3,15.771428571428572,6.1000000000000005,75.98571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,10,432566.9,61795.27142857143,18.3,7.5,10.0,5.5,3.6,16.32857142857143,6.528571428571429,78.8
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,11,427191.9,61027.41428571429,18.4,6.9,11.1,5.7,3.8,16.414285714285715,6.714285714285714,75.82857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,12,421448.9,60206.985714285714,15.8,6.1,10.6,6.0,3.3,16.928571428571427,6.742857142857143,74.7
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,2,13,423214.2,60459.17142857143,18.9,7.5,9.8,5.8,3.5,16.17142857142857,6.857142857142857,76.89999999999999
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,1,380749.7,54392.81428571429,10.3,3.6,6.5,5.1,2.4,9.171428571428573,4.242857142857143,80.98571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,2,395994.1,56570.58571428571,10.8,4.0,6.6,5.0,2.5,8.77142857142857,4.357142857142857,82.54285714285713
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,3,376489.9,53784.27142857143,12.5,3.5,6.3,4.6,2.5,8.714285714285714,4.871428571428572,81.7
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,4,392963.4,56137.62857142858,12.0,3.6,7.0,5.2,2.6,10.200000000000001,4.628571428571428,81.47142857142856
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,5,375144.1,53592.014285714286,11.2,3.3,6.4,5.3,2.4,9.914285714285715,4.785714285714286,79.0
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,6,393633.2,56233.31428571429,10.7,3.9,6.2,5.4,2.6,10.685714285714285,4.542857142857143,83.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,7,367645.4,52520.77142857143,9.9,3.5,6.3,5.0,2.6,10.557142857142859,4.8999999999999995,77.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,8,376951.3,53850.18571428571,12.1,3.8,6.1,4.8,2.7,10.414285714285715,5.057142857142857,77.55714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,9,377053.6,53864.799999999996,10.5,3.8,6.9,5.1,2.6,11.385714285714286,4.928571428571429,81.05714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,10,383018.0,54716.857142857145,12.0,3.8,6.6,5.1,2.6,11.571428571428571,4.814285714285715,78.60000000000001
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,11,378673.7,54096.24285714286,11.7,3.3,6.5,4.5,2.7,10.742857142857144,5.328571428571428,79.05714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,12,364112.4,52016.05714285715,11.3,3.5,6.7,5.4,2.7,10.657142857142857,5.185714285714285,75.82857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,3,13,384636.3,54948.04285714286,10.4,3.8,6.4,4.8,2.3,10.971428571428572,5.142857142857143,75.74285714285715
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,1,453432.8,64776.114285714284,19.2,7.5,11.4,6.1,3.6,14.428571428571429,6.8999999999999995,77.12857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,2,430444.7,61492.1,17.5,7.0,10.4,6.2,3.7,15.071428571428571,6.885714285714286,77.91428571428571
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,3,435905.2,62272.17142857143,16.8,7.7,10.8,6.6,4.0,16.04285714285714,7.371428571428572,73.31428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,4,460089.8,65727.11428571428,19.6,7.2,11.1,5.7,3.8,16.0,7.1000000000000005,72.97142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,5,434659.4,62094.200000000004,17.2,7.8,11.5,5.7,3.9,15.685714285714285,7.642857142857143,75.01428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,6,449098.9,64156.985714285714,20.1,6.9,12.1,5.4,3.8,16.1,7.1000000000000005,72.9
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,7,466228.5,66604.07142857143,19.2,7.2,12.6,5.8,3.9,15.857142857142858,7.8,75.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,8,468095.7,66870.81428571428,20.6,8.6,12.7,5.6,4.1,15.428571428571429,7.628571428571428,72.8
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,9,443957.4,63422.485714285714,19.7,8.7,13.0,6.5,4.1,17.314285714285713,8.014285714285714,71.54285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,10,440611.8,62944.54285714286,19.0,8.9,12.1,6.0,4.1,16.82857142857143,7.471428571428571,74.64285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,11,474260.6,67751.51428571428,18.6,8.0,11.6,5.6,4.0,16.842857142857145,7.614285714285714,69.01428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,12,474772.3,67824.61428571428,22.2,9.0,13.1,6.0,3.5,17.257142857142856,8.1,68.97142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2024,4,13,472957.7,67565.38571428572,19.5,7.8,11.8,6.3,4.1,16.714285714285715,7.742857142857143,69.44285714285715
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,1,504013.4,72001.91428571429,26.3,8.4,13.5,6.7,4.4,19.97142857142857,7.257142857142857,79.42857142857143
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,2,514626.7,73518.1,23.0,10.5,14.2,7.2,4.2,20.52857142857143,7.828571428571428,76.94285714285715
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,3,502237.2,71748.17142857143,25.1,9.7,14.8,7.1,4.6,19.25714285714286,7.942857142857143,78.3
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,4,507769.1,72538.44285714286,23.2,9.6,15.7,6.4,4.6,19.67142857142857,8.028571428571428,79.48571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,5,503362.0,71908.85714285714,23.8,9.3,15.2,6.5,4.2,20.485714285714288,7.942857142857143,77.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,6,525793.6,75113.37142857142,25.8,9.8,15.1,6.4,4.5,19.785714285714285,8.028571428571428,78.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,7,535989.7,76569.95714285714,27.8,10.0,13.9,6.8,4.1,21.271428571428572,8.028571428571428,77.89999999999999
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,8,544381.5,77768.78571428571,23.4,9.7,16.2,7.4,4.9,21.900000000000002,7.885714285714286,78.18571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,9,530987.5,75855.35714285714,28.7,10.9,15.0,7.3,4.6,21.099999999999998,8.614285714285714,74.45714285714287
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,10,526904.0,75272.0,26.6,10.0,16.1,6.6,4.1,21.771428571428572,8.242857142857144,72.81428571428572
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,11,506045.9,72292.27142857143,26.6,10.7,14.6,6.8,4.3,21.285714285714285,8.557142857142857,74.60000000000001
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,12,542111.5,77444.5,25.8,10.5,16.5,6.3,4.2,22.357142857142858,8.242857142857144,75.77142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,1,13,507731.1,72533.01428571428,23.4,10.4,15.0,6.6,4.2,21.185714285714287,8.671428571428573,74.71428571428571
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,1,463793.4,66256.2,21.1,8.0,11.5,6.1,3.6,13.12857142857143,5.7,79.22857142857143
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,2,443671.5,63381.642857142855,18.2,7.2,10.9,6.5,3.8,13.842857142857143,5.528571428571429,81.04285714285713
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,3,462488.7,66069.81428571428,21.5,8.3,12.2,6.3,3.4,14.700000000000001,5.814285714285715,79.64285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,4,443524.4,63360.62857142858,19.1,8.1,11.3,6.2,3.7,13.971428571428572,5.857142857142857,80.77142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,5,458699.6,65528.514285714286,17.4,6.9,10.9,6.2,3.8,15.014285714285714,6.357142857142857,79.17142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,6,454130.0,64875.71428571428,17.8,7.6,11.7,6.4,3.3,14.285714285714286,6.271428571428571,76.55714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,7,448797.6,64113.94285714285,20.3,7.0,12.4,5.4,3.8,15.771428571428572,6.242857142857143,77.87142857142858
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,8,453233.4,64747.62857142858,17.3,7.3,10.6,6.5,3.5,14.771428571428572,6.628571428571428,77.45714285714287
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,9,444218.3,63459.75714285714,17.2,7.1,11.1,5.5,3.8,15.514285714285714,6.385714285714286,76.32857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,10,431035.8,61576.54285714286,17.6,7.1,10.4,5.6,3.3,16.642857142857142,6.742857142857143,75.97142857142856
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,11,444514.7,63502.1,17.1,6.7,11.6,6.0,3.6,16.342857142857145,6.471428571428571,74.24285714285715
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,12,433309.7,61901.385714285716,18.2,6.8,10.0,6.4,3.3,15.914285714285715,6.8428571428571425,78.71428571428571
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,2,13,432045.0,61720.71428571428,18.0,6.0,9.6,6.4,3.8,16.6,6.985714285714286,75.75714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,1,396338.1,56619.72857142857,10.7,4.0,6.0,5.0,2.4,9.842857142857143,4.3428571428571425,84.55714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,2,392656.8,56093.82857142857,11.3,3.3,6.7,4.5,2.5,9.87142857142857,4.571428571428571,81.98571428571428
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,3,379768.5,54252.642857142855,11.7,4.0,7.1,4.6,2.3,10.714285714285714,4.228571428571429,83.54285714285713
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,4,374030.1,53432.87142857142,10.5,3.6,6.3,4.9,2.5,9.357142857142858,4.671428571428572,83.14285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,5,399479.5,57068.5,11.4,4.0,6.8,4.6,2.4,9.642857142857142,4.857142857142857,82.91428571428571
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,6,384219.4,54888.485714285714,10.9,3.6,6.7,5.1,2.7,9.514285714285714,4.4714285714285715,78.44285714285715
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,7,368583.5,52654.78571428572,11.8,4.0,6.3,4.5,2.3,10.671428571428573,4.585714285714286,78.27142857142857
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,8,394448.4,56349.77142857143,11.9,3.5,6.9,5.1,2.6,11.62857142857143,5.028571428571429,76.78571428571429
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,9,387196.5,55313.78571428572,10.1,3.9,6.2,5.4,2.4,10.842857142857143,4.771428571428571,77.14285714285714
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,10,388424.2,55489.17142857143,10.8,4.0,5.7,4.9,2.7,10.542857142857143,5.485714285714286,80.10000000000001
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,11,375281.2,53611.6,11.5,3.2,6.0,5.5,2.5,12.028571428571428,5.557142857142857,77.71428571428571
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,12,376204.1,53743.44285714285,11.3,3.3,6.5,5.3,2.6,12.585714285714285,5.271428571428571,79.0
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,3,13,368156.8,52593.82857142857,11.5,3.5,5.8,4.5,2.4,11.228571428571428,5.542857142857143,78.3
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,1,438190.2,62598.6,18.0,7.4,10.7,5.4,3.7,14.357142857142858,6.742857142857143,73.62857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,2,429735.2,61390.74285714286,17.4,7.1,10.1,6.5,4.1,15.228571428571428,6.957142857142857,74.39999999999999
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,3,464312.9,66330.41428571429,16.9,7.0,11.1,5.5,3.8,15.4,6.928571428571429,73.95714285714287
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,4,445618.3,63659.75714285714,17.5,7.7,11.4,5.6,3.5,15.442857142857141,6.957142857142857,72.75714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,5,443501.6,63357.37142857142,20.2,7.2,10.9,6.4,4.1,16.585714285714285,7.214285714285714,74.55714285714285
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,6,470749.3,67249.9,17.7,7.3,12.5,6.6,3.6,15.171428571428573,7.285714285714286,76.10000000000001
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,7,462938.8,66134.11428571428,18.7,8.3,11.3,5.5,3.8,16.1,7.557142857142857,71.45714285714286
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,8,461800.3,65971.47142857143,21.6,7.7,12.2,5.9,3.6,16.428571428571427,7.714285714285714,72.88571428571429
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,9,468289.6,66898.51428571428,19.8,8.2,11.2,6.2,4.0,17.185714285714287,7.871428571428572,71.62857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,10,474657.5,67808.21428571429,19.5,8.0,13.0,6.2,3.8,15.914285714285715,8.1,71.62857142857142
Australia,Victoria,Gippsland,FARM_GIPPSLAND_DAIRY_PLAINS_FARM,2025,4,11,477514.6,68216.37142857142,20.9,7.3,12.8,6.2,3.7,16.7,8.114285714285714,71.55714285714285
